id,name
806808,Crownia Holdings Ltd
873624,Invesco Mortgage Capital Inc
806807,Cobra Venture Corp
557880,Minkap Resources Inc
168079,Genetic Technologies Ltd
873621,ADMA Biologics Inc
873630,QCR Holdings Inc
873631,Akoustis Technologies Inc
806814,Aurcrest Gold Inc
806817,Comet Industries Ltd
557878,Aerojet Rocketdyne Holdings Inc
909933,Advanz Pharma Corp Ltd
806810,CaiTerra International Energy Corp
806813,Argentina Lithium & Energy Corp
557879,Lipocine Inc
806812,Deepmarkit Corp
84389,Nordic Shipholding
84388,Misen Energy
260185,LTC Properties Inc
182368,Stoneridge Inc
873658,ACNB Corp
873659,Aviat Networks Inc
873657,Hallmark Financial Services Inc
811372,TopRight Nordic
873654,Qualstar Corp
873655,Alaska Communications Systems Group Inc
873663,Ames National Corp
772914,JBG SMITH Properties
772916,Aurora Cannabis Inc
873661,Aspen Group Inc
772915,New Pacific Metals Corp
873662,Advanced Emissions Solutions Inc
439161,Hawaiian Holdings Inc
439162,Globex Mining Enterprises Inc
369636,Broadcom Inc
369637,Turquoise Hill Resources Ltd
140528,Unit Corp
182378,STRATS SM Trust for Dominion Resources Inc Securities Series 2005-6
182379,Pzena Investment Management Inc
168090,Shore Bancshares Inc
168091,Danaos Corp
168092,Old Second Bancorp Inc
168093,Rockwell Medical Inc
168094,Dorman Products Inc
873649,HarborOne Bancorp Inc
168095,West Bancorporation Inc
707077,Gapwaves B
873647,Home Bancorp Inc
168097,Willis Lease Finance Corp
873648,HMN Financial Inc
168098,Energy Recovery Inc
720036,NamSys Inc
182376,Texas Pacific Land Trust
720035,Diana Shipping Inc Preferred share Series B
182377,MarineMax Inc
873646,American Software Inc
518294,Enova International Inc
873643,HL Acquisitions Corp
873644,American National Bankshares Inc
873652,Huttig Building Products Inc
873653,Hingham Institution For Savings
95050,ArcelorMittal SA
518293,Paramount Group Inc
439156,Antero Resources Corp
873650,Home Federal Bancorp Inc of Louisiana
873651,Qurate Retail Inc
439155,Aerie Pharmaceuticals Inc
582878,Houlihan Lokey Inc
582877,Sintana Energy Inc
707073,Lamb Weston Holdings Inc
909954,Mogu Inc
788402,SenzaGen
140533,Companhia de Saneamento Basico do Estado de Sao Paulo SABESP
140534,Giga Media Ltd
140535,Exelixis Inc
140536,CME Group Inc
582876,Conifer Holdings Inc
582875,Global Blood Therapeutics Inc
439158,CommScope Holding Company Inc
140538,Cemex SAB de CV
260182,Zogenix Inc
439159,Endurance International Group Holdings Inc
1000455,Equity Metals Corp
1000456,Frequency Therapeutics Inc
301115,Conic Metals Capital Corp
301116,Oceanic Iron Ore Corp
495282,SSAB A
495283,C Security
495284,SSAB B
495285,Onxeo
1000454,Envista Holdings Corp
483299,Magseis Fairfield
723975,Goldfield Corp
95087,German High Street Properties
723973,Taseko Mines Ltd
806848,BCM Resources Corp
806847,Firm Capital Property Trust
170356,CBL & Associates Properties Inc
78511,Ucore Rare Metals Inc
78510,Prime Meridian Resources Corp
806849,Annidis Corp
806844,Echelon Financial Holdings Inc
806843,Damara Gold Corp
806846,Canaf Investments Inc
806840,Anconia Resources Corp
862934,ViroGates
806842,eQube Gaming Ltd
806841,Bearclaw Capital Corp
862933,AstroNova Inc
170352,Cedar Realty Trust Inc
694254,ECN Capital Corp
170351,Town Sports International Holdings Inc
1001776,Aprea Therapeutics Inc
1001775,Corsurex Resource Corp
1001777,IMC International Mining Corp
1001774,Oportun Financial Corp
114248,New Gold Inc
314437,BHP Group PLC
806850,Tempest Security
301136,Höegh LNG Holdings
471295,Kallebäck Property Invest
873619,American River Bankshares
873616,Horizon Bancorp Inc
873617,Harvard Bioscience Inc
873615,Kentucky First Federal Bancorp
806819,FTI Foodtech International Inc
127551,Air Transport Services Group Inc
806818,betterU Education Corp
747923,Cadence Bancorp
168069,PAM Transportation Services Inc
747922,Verona Pharma PLC
806826,Ecolomondo Corp
806825,Axis Auto Finance Inc
873620,American Finance Trust Inc
806828,Cliffside Capital Ltd
747917,Select Energy Services Inc
806821,Conquest Resources Ltd
806824,Consolidated Firstfund Capital Corp
806823,Aurora Solar Technologies Inc
806820,Discovery Harbour Resources Corp
975454,Artelo Biosciences Inc
747930,Cloudera Inc
747932,New West Energy Services Inc
747931,Organic Garage Ltd
747934,Yext Inc
806837,Avanti Energy Inc
806836,Fab Form Industries Ltd
764494,Nitro Games
806839,Appulse Corp
806838,Bewhere Holdings Inc
764493,GreenMobility
747926,Carvana Co
806833,Cwc Energy Services Corp
115564,IBEX Technologies Inc
806832,Fura Gems Inc
806835,Canoe Mining Ventures Corp
806834,CBLT Inc
710673,Kirkland Lake Gold Ltd
544599,Daktronics Inc
603497,Quotient Technology Inc
806831,Cresval Capital Corp
603498,Atalaya Mining PLC
806830,Ely Gold Royalties Inc
544597,Forestar Group Inc
78529,Björn Borg
710675,Smart Eye
710674,Findev Inc
781014,Opiant Pharmaceuticals Inc
781013,Yatra Online Inc
934957,Hexo Corp
278330,Ressources Jourdan Inc
806767,Economic Investment Trust Ltd
806766,Eastfield Resources Ltd
806769,Candelaria Mining Corp
806768,Eurotin Inc
241054,Superior Mining International Corp
806762,Freeport Resources Inc
241051,Origin Agritech Ltd
806764,Avante Logixx Inc
806761,Antler Gold Inc
806760,CEMATRIX Corp
919333,Brookfield Property Reit Inc
544607,NNIT
919335,Teekay LNG Partners LP
919334,Harrow Health Inc
860294,American Helium Inc
544603,Asbury Automotive Group Inc
919336,Teekay LNG Partners LP
860295,Flexion Mobile
544600,Dine Brands Global Inc
860293,Kadmon Holdings Inc
293975,Enzymatica
241056,Vecima Networks Inc
933617,Algernon Pharmaceuticals Inc
933618,Victory Resources Corp
610556,Four Corners Property Trust Inc
933619,Urban Tea Inc
382540,Patrick Industries Inc
934956,Canadian Palladium Resources Inc
806777,Benz Mining Corp
382541,Atossa Therapeutics Inc
806779,Summit Hotel Properties Inc
806773,Argentum Silver Corp
806776,49 North Resources Inc
495224,LIDDS
806775,Bold Ventures Inc
806772,Biosyent Inc
18813,Wihlborgs Fastigheter
806771,Elcora Advanced Materials Corp
757365,Remedy Entertainment Oyj
794354,Dividend 15 Split Corp II
897553,Pintec Technology Holdings Ltd
806748,BlueRush Inc
471249,Applied Genetic Technologies Corp
806745,Quanterix Corp
806744,Blacksteel Energy Inc
806747,CHAR Technologies Ltd
806746,Capital DGMC Inc
806740,Discovery Metals Corp
471241,Inuvo Inc
806742,Axion Ventures Inc
471242,2U Inc
471245,Platinum Group Metals Ltd
921675,Interbit Ltd
921674,Agraflora Organics International Inc
568618,Ritter Pharmaceuticals Inc
921673,MMTEC Inc
568619,Axovant Gene Therapies Ltd
921678,FSD Pharma Inc
921677,Medmen Enterprises Inc
921676,Isodiol International Inc
794364,New Commerce Split Corp
794363,M Split Corp
794361,TDb Split Corp
806759,European Residential REIT
794359,Kew Media Group Inc
806756,Fountain Asset Corp
806755,Exploration Fieldex inc
806758,DXSTORM.com Inc
794355,Wilmington Capital Management Inc
86987,XOMA Corp
806757,Diamond Estates Wines & Spirit Inc
794356,BlackBerry Ltd
806752,Ellipsiz Communications Ltd
568620,Vistin Pharma
568621,Collector
806751,DLC Holdings Corp
568622,Inission B
806754,California Nanotechnologies Corp
416457,Agjunction Inc
416456,NovaGold Resources Inc
806750,Central Iron Ore Ltd
861575,Projektengagemang Sweden B
921684,Toughbuilt Industries Inc
921683,MDJM Ltd
956308,FluoGuide
719075,Aptose Biosciences Inc
719073,Ballard Power Systems Inc
404471,Asetek
921681,Hydro66 Holdings Corp
1036497,Phoenix Tree Holdings Ltd
1036496,Lizhi Inc
847276,PermRock Royalty Trust
847275,Integrated Media Technology Ltd
847278,Monaker Group Inc
872234,Summit Wireless Technologies Inc
872233,Galaxy Digital Holdings Ltd
847277,Construction Partners Inc
177706,Mesa Air Group Inc
556637,Blueprint Medicines Corp
847274,Inspire Medical Systems Inc
85689,Martinrea International Inc
847273,nVent Electric PLC
177701,Vanda Pharmaceuticals Inc
459596,Cara Therapeutics Inc
459595,Huntington Ingalls Industries Inc
459598,Malibu Boats Inc
140428,Altai Resources Inc
459599,Lion One Metals Ltd
847279,VivoPower International PLC
343029,Polyplank
265047,WP Carey Inc
757355,Adtalem Global Education Inc
757354,SPI Energy Co Ltd
847281,Aslan Pharmaceuticals Ltd
847280,UNITY Biotechnology Inc
847286,Africa Energy Corp
471239,Bluerock Residential Growth REIT Inc
847283,Spirit of Texas Bancshares Inc
458276,Fonar Corp
343016,AVX Corp
343015,UFP Technologies Inc
458278,Purepoint Uranium Group Inc
471235,TriNet Group Inc
861576,Eezy Oyj
1023157,GrowGeneration Corp
404453,Toronto-Dominion Bank
265035,RigNet Inc
241069,TriStar Gold Inc
265036,Buckle Inc
265037,Atmos Energy Corp
404458,Model N Inc
182288,iCo Therapeutics Inc
404451,Global Eagle Entertainment Inc
281998,CES Energy Solutions Corp
573162,Kontigo Care
281994,Storagevault Canada Inc
281995,Algoma Central Corp
806785,Environmental Waste International Inc
123908,Mechel PAO
265042,Northwest Natural Holding Co
281993,Naikun Wind Energy Group Inc
806784,E-L Financial Corp Ltd
265043,National Presto Industries Inc
806787,Bayshore Petroleum Corp
265045,Medical Properties Trust Inc
211208,Coin Hodl Inc
806780,EnerSpar Corp
265040,Fleetcor Technologies Inc
806782,Contagious Gaming Inc
293956,Bearing Lithium Corp
946996,Portman Ridge Finance Corp
265029,Collectors Universe Inc
946997,Ionic Brands Corp
293958,Arctic Hunter Energy Inc
806790,Bluedrop Performance Learning Inc
946994,Designer Brands Inc
946995,Vibe Bioscience Ltd
946998,Drilling Company of 1972
946999,Teqnion
111916,Thin Film Electronics
111915,NattoPharma
1037795,Industrial Solar BTA
611822,Oceanus Resources Corp
611821,Mimecast Ltd
265031,Educational Development Corp
85697,Jaguar Mining Inc
806796,Pasofino Gold Limited
177712,HDFC Bank Ltd
806795,Evergreen Gaming Corp
806798,Cleghorn Minerals Ltd
177710,WNS (Holdings) Ltd
85695,Major Drilling Group International Inc
85693,Nortec Minerals Corp
806792,CHC Student Housing Corp
806791,Electra Stone Ltd
806794,Blue Sky Energy Inc
806793,E3 Metals Corp
265030,Cowen Inc
691973,Pyrogenesis Canada Inc
213890,Olivut Resources Ltd
550461,Employers Holdings Inc
550462,Evercore Inc
549477,Eagle Materials Inc
550455,Envestnet Inc
550452,Preferred Bank
740553,Western Copper and Gold Corp
550453,Photronics Inc
550459,Prothena Corporation PLC
213889,Altima Resources Ltd
549471,Allscripts Healthcare Solutions Inc
604735,Teligent Inc (NEW JERSEY)
549472,Steven Madden Ltd
549473,Vicor Corp
549474,American National Insurance Co
123969,BELLUS Health Inc
549475,EMCOR Group Inc
434255,Parkit Enterprise Inc
107015,Aecon Group Inc
107014,EMCORE Corp
726233,Empire Metals Corp
107013,Take-Two Interactive Software Inc
28219,Pfizer
831797,Attana
726235,Emerald Health Therapeutics Inc
550450,Ennis Inc
799195,Sogou Inc
740554,Gold Standard Ventures Corp
740557,Tucows Inc
726238,MenuPay B
551774,Schnitzer Steel Industries Inc
550444,Orthofix Medical Inc
364737,Altisource Portfolio Solutions SA
62927,Element
549466,Winmark Corp
550441,Exlservice Holdings Inc
880714,Hypefactors
550442,Opus Bank
549468,Westwood Holdings Group Inc
551773,Saia Inc
880713,EastWest Bioscience Inc
549469,Univest Financial Corp
551776,Stock Yards Bancorp Inc
550446,Eagle Bancorp Inc
676356,Gold Town Games
549460,SYNNEX Corp
549462,Winnebago Industries Inc
109648,Moneta Porcupine Mines Inc
727593,Tellurian Inc
727594,Secova Metals Corp
550440,ePlus inc
551763,SpartanNash Co
549454,Covanta Holding Corp
549455,Stantec Inc
551764,Seacoast Banking Corporation of Florida
549457,Choice Hotels International Inc
278389,Kancera
551762,ScanSource Inc
551767,Sonic Automotive Inc
550437,Encore Capital Group Inc
551768,Stepan Co
549459,Copa Holdings SA
434271,Yorkton Ventures Inc
434270,Controladora Vuela Compania de Aviacion SAB de CV
551765,Sandstorm Gold Ltd
551766,South State Corp
1029334,Divio Technologies B
1029333,Indonesia Energy Corporation Ltd
551769,BMC Stock Holdings Inc
550438,Pico Holdings Inc
550439,Peoples Bancorp Inc
159931,Bunge Ltd
551760,Simmons First National Corp
944375,Precision BioSciences Inc
944374,World Class Extractions Inc
490397,X-Terra Resources Inc
549443,Bird Construction Inc
551752,Sapiens International Corporation NV
551753,Select Medical Holdings Corp
549444,WEYCO Group Inc
490396,Evolving Systems Inc
549445,CAE Inc
551750,Schweitzer-Mauduit International Inc
549446,Urstadt Biddle Properties Inc
551751,Shenandoah Telecommunications Co
490398,Banco Bbva Argentina SA
551756,Simpson Manufacturing Co Inc
434260,Fate Therapeutics Inc
551757,Standard Motor Products Inc
551754,Safeguard Scientifics Inc
320336,Acme United Corp
434263,XXL Energy Corp
320337,Continental Resources Inc
434262,Benefitfocus Inc
434269,YANGAROO Inc
320335,Whiting Petroleum Corp
434268,Ximen Mining Corp
434267,Zena Mining Corp
1005394,Powerfleet Inc
319320,SPS Commerce Inc
152492,G5 Entertainment
319321,Magellan Health Inc
107049,TE Connectivity Ltd
163148,Cloetta B
290011,Bulten
980018,Salarius Pharmaceuticals Inc
980017,MGX Renewables Inc
980014,Globex Data Ltd
260209,International Montoro Resources Inc
388737,Lumber Liquidators Holdings Inc
550497,Pinnacle Financial Partners Inc
321634,Moneda LatAm Corporate Bond Fund
843754,Vishay Precision Group Inc
321635,Sarama Resources Ltd
843755,Level One Bancorp Inc
321633,Northisle Copper and Gold Inc
388738,KP Tissue Inc
388739,Live Ventures Inc
321631,Copper North Mining Corp
843756,Fluent Inc
843757,Greene County Bancorp Inc
843758,Omni Commerce Corp
550494,OSI Systems Inc
489396,Havyard Group
550486,Piper Sandler Companies
410256,Hexcel Corp
651076,Taitron Components Inc
410255,Owens Corning
375449,Banco Santander Mexico SA Institucion de Banca Multiple Grupo Financiero Santand
375447,National Bank Holdings Corp
97608,FastPassCorp
828173,Aloro Mining Corp
828174,Surge Copper Corp
410259,Resolute Forest Products Inc
292695,Birchcliff Energy Ltd
550484,Park Aerospace Corp
549498,United Community Banks Inc
550477,Encore Wire Corp
550474,Par Pacific Holdings Inc
388756,Investors Real Estate Trust
388757,Medgold Resources Corp
321618,Spackman Equities Group Inc
321616,InterContinental Hotels Group PLC
550478,Oppenheimer Holdings Inc
550479,OMNOVA Solutions Inc
549491,EchoStar Corp
828175,Meridius Resources Ltd
828176,Liv ihop
549493,Sinclair Broadcast Group Inc
410261,Almaden Minerals Ltd
549497,Aequus Pharmaceuticals Inc
703595,Smart Sand Inc
703596,Great Elm Capital Corp
703593,Lumina Gold Corp
319316,Benchmark Electronics Inc
319318,Ubiquiti Inc
319319,Taylor Devices Inc
663075,Castle Peak Mining Ltd
550472,Era Group Inc
319313,Western Energy Services Corp
550473,Enterprise Financial Services Corp
703597,Hostess Brands Inc
549487,Universal Electronics Inc
550466,Entravision Communications Corp
549488,Cboe Global Markets Inc
388745,Orefinders Resources Inc
550467,Peoples Financial Services Corp
550468,ESCO Technologies Inc
307337,Avino Silver and Gold Mines Ltd
321624,Symphony Floating Rate Senior Loan Fund
549483,US Ecology Inc
321622,New Gold Inc
549484,Universal Insurance Holdings Inc
122648,Ibc Advanced Alloys Corp
321620,Groupon Inc
799221,scPharmaceuticals Inc
925449,IDL Biotech
877280,Cadiz Inc
513310,Entra
877281,CRA International Inc
877283,Consumer Portfolio Services Inc
901479,Avricore Health Inc
877284,BIO-Key International Inc
901478,Twist Bioscience Corp
901477,Centric Brands Inc
877285,Cambridge Bancorp
877286,Chemung Financial Corp
901476,Gamida Cell Ltd
901475,Aldebaran Resources Inc
877287,Community Financial Corp(Maryland)
877288,Checkpoint Therapeutics Inc
901474,Arcosa Inc
901473,CNFinance Holdings Ltd
877289,Community West Bancshares
603360,Strongbridge Biopharma plc
76012,Quorum Information Technologies Inc
76014,Power Corporation of Canada
76017,Unigold Inc
603361,Adesto Technologies Corp
567182,Scibase Holding
603362,Klaria Pharma Holding
513308,Ibio Inc
513307,Inovio Pharmaceuticals Inc
513309,Vital Energy Inc
694157,Neo Lithium Corp
776573,Ranger Energy Services Inc
776574,Brighthouse Financial Inc
799233,Stitch Fix Inc
799234,Komplett Bank
877271,Champions Oncology Inc
694158,Avangrid Inc
776577,Annaly Capital Management Inc
877272,Centennial Resource Development Inc
776578,China Internet Nationwide Financial Services Inc
877273,Community First Bancshares Inc
877274,Camden National Corp
877275,Carolina Financial Corp
877276,Brooge Holdings Ltd
889253,Sparebanken Telemark
877277,Cinedigm Corp
501316,Rewalk Robotics Ltd
76000,IGM Financial Inc
425937,Mertiva A
76005,Russel Metals Inc
76006,Chartwell Retirement Residences
76008,Semafo
603357,MyoKardia Inc
694164,Int. Engelska Skolan
603358,Ferrari NV
694166,Brinova Fastigheter B
111448,Latin American Minerals Inc
479776,Ages Industri B
78695,SalMar
76038,Canfor Corp
799239,Tre Kronor Property Investment
543196,PEDEVCO Corp
543198,Denny's Corp
694154,Fulgent Genetics Inc
877290,TORM A
877291,Bio Path Holdings Inc
877292,TransAct Technologies Inc
877293,Craft Brew Alliance Inc
877294,StoneCastle Financial Corp
564935,Polaris Infrastructure Inc
877295,Capital City Bank Group Inc
877296,Cohu Inc
877297,Columbia Financial Inc
564938,Transtema Group
877299,Sierra Bancorp
377775,GrowMax Resources Corp
1057633,Fuse Cobalt Inc
76021,True North Gems Inc
390735,Iridium Communications Inc
76022,Imperial Oil Ltd
299732,Embraer SA
76025,Strongbow Exploration Inc
908900,Scape Technologies
1044328,Hudya
299736,Boule Diagnostics
299737,Hexatronic Group
16384,Kakel Max
877240,BioHiTech Global Inc
877241,Enterprise Bancorp Inc
877243,Century Casinos Inc
877244,Citizens & Northern Corp
877245,Century Bancorp Inc
877246,Central Federal Corp
877249,Trident Acquisitions Corp
76054,Earthworks Industries Inc
76056,Austral Gold Ltd
76058,TC Energy Corp
76059,FirstService Corp
937475,Montage Resources Corp
937476,Sierra Growth Corp
190249,Centric Health Corp
937477,Goldspot Discoveries Corp
677630,Meltron
178593,ASE Technology Holding Co Ltd
877233,Bank of the James
877235,Codorus Valley Bancorp Inc
389781,Pizza Pizza Royalty Corp
877236,PCB Bancorp
877237,BCB Bancorp Inc
877239,C&F Financial Corp
549300,Rli Corp
549301,Regal Beloit Corp
549302,Edgewater Wireless Systems Inc
76048,Arctic Star Exploration Corp
76049,SNC-Lavalin Group Inc
389776,Kennedy-Wilson Holdings Inc
502695,St. Joe Co
89354,MTS Systems Corp
537300,Invitae Corp
877260,Business First Bancshares Inc
877262,Tiberius Acquisition Corp
877264,Bank of Commerce Holdings
877265,Twin Disc Inc
76070,Denison Mines Corp
877266,CB Financial Services Inc
877267,Bank Of Princeton
924173,Cannara Biotech Inc
76073,Galantas Gold Corp
877269,Titan Medical Inc
76075,Crystal Lake Mining Corp
76077,Canadian National Railway Co
824774,Pond Technologies Holdings Inc
76078,Dream Office Real Estate Investment Trust
824775,Admicom Oyj
135426,Seabridge Gold Inc
135428,Bnk Petroleum Inc
877250,Cutera Inc
877251,CSP Inc
877252,Territorial Bancorp Inc
877253,Beasley Broadcast Group Inc
877254,TCG BDC Inc
877255,Biomerica Inc
76062,Bank of Nova Scotia
877258,Biospecifics Technologies Corp
877259,TMSR Holding Company Ltd
76064,Canadian Imperial Bank of Commerce
527998,PowerCell Sweden
233908,Panoro Energy
59502,MedicPen
147404,Polaris Media
951774,Liberty Defense Holdings Ltd
582795,Clarmin Explorations Inc
611819,Kitov Pharma Ltd
545789,China Recycling Energy Corp
611818,Atlassian Corporation PLC
873759,GSE Systems Inc
611817,Axsome Therapeutics Inc
873758,Ottawa Savings Bancorp Inc
873755,Old Point Financial Corp
873756,Gulf Island Fabrication Inc
873753,Village Bank and Trust Financial Corp
160471,Resverlogix Corp
873754,VectoIQ Acquisition Corp
873762,Oconee Federal Financial Corp
545790,Pingtan Marine Enterprise Ltd
873763,Garrison Capital Inc
873760,Odonate Therapeutics Inc
873761,Griffin Industrial Realty Inc
54627,Outotec Oyj
545795,IRSA Inversiones y Representaciones SA
732133,Uniti Group Inc
732134,Osprey Gold Development Ltd
545796,Ever-Glory International Group Inc
545793,CBAK Energy Technology Inc
545791,Africa Energy Corp
405476,John Wiley & Sons Inc
405475,Pembina Pipeline Corp
860453,CorePoint Lodging Inc
1001216,Minera IRL Ltd
545779,Sumitomo Mitsui Financial Group Inc
545777,Huazhu Group Ltd
545778,China HGS Real Estate Inc
873748,Glen Burnie Bancorp
873749,Oak Valley Bancorp
1040819,Goxus Inc
873746,OceanFirst Financial Corp
873747,Genius Brands International Inc
1040816,Volta Finance Ltd
873744,Gordon Pointe Acquisition Corp
1040815,Abivax SA
873745,Fennec Pharmaceuticals Inc
1040818,Revolution Medicines Inc
873742,OPTIMIZERx Corp
1040817,Boussard and Gavaudan Holding Ltd
873743,VirTra Inc
659798,NGS Group
806936,Minsud Resources Corp
806935,Newport Exploration Ltd
1040822,Catana Group SA
873752,Gty Technology Holdings Inc
806938,Thermal Energy International Inc
659796,Pareto Bank
806937,KDA Group Inc
873750,Opes Acquisition Corp
806934,NanoXplore Inc
1040821,Arcutis Biotherapeutics Inc
1040820,Gerard Perrier Industrie SA
806933,McChip Resources Inc
545786,KT Corp
545787,Ascendis Pharma A/S
545784,StealthGas Inc
545780,Global Ship Lease Inc
861795,Lavo.tv
429475,Southern Missouri Bancorp Inc
861794,Heska Corp
861793,GreenSky Inc
860461,Magenta Therapeutics Inc
614075,Element Lifestyle Retirement Inc
614076,AeroCentury Corp
429477,Sunesis Pharmaceuticals Inc
658499,Capricor Therapeutics Inc
171148,Transferator A
1040814,Just Eat Takeaway.com NV
53311,WIRTEK
545776,Stria Lithium Inc
54647,Austevoll Seafood
384916,Atlanticus Holdings Corp
860458,Charah Solutions Inc
860459,AVROBIO Inc
285171,Rainy Mountain Royalty Corp
860456,Handa Mining Corp
658496,Ingevity Corp
860457,Globalive Technology Inc
860454,Xeris Pharmaceuticals Inc
860455,US Xpress Enterprises Inc
429483,Meritage Homes Corp
720155,Sierra Oncology Inc
720154,Kalytera Therapeutics Inc
220630,Tikkurila Oyj
873767,GreenPro Capital Corp
720156,Hilton Grand Vacations Inc
873764,Guaranty Federal Bancshares Inc
873765,Vertex Energy Inc
399155,Halozyme Therapeutics Inc
861798,Dicot
360955,Goldstrike Resources Ltd
206368,Lara Exploration Ltd
282905,Redline Communications Group Inc
806969,KR Investment Ltd
806968,Nanotech Security Corp
282901,Heroux Devtek Inc
806965,Novoheart Holdings Inc
806964,Kintavar Exploration Inc
806967,Maplewood International Real Estate Investment Trust
806966,Legend Power Systems Inc
806961,Green Arrow Resources Inc
806960,Nova Leap Health Corp
806963,Nippon Dragon Resources Inc
806962,Guerrero Ventures Inc
818959,Neptune Dash Technologies Corp
818954,PagSeguro Digital Ltd
818955,New Age Beverages Corp
818956,resTORbio, Inc.
39094,VAALCO Energy Inc
907674,Den Jyske Sparekasse
806979,Micrex Development Corp
233968,Cache Exploration Inc
790853,West High Yield WHY Resources Ltd
205048,Micropos Medical
806976,Millenmin Ventures Inc
806975,Infinite Ore Corp
806978,Huntington Exploration Inc
806977,Maple Peak Investments Inc
790858,Balco Group
806972,Manitex Capital Inc
416118,Arcturus Therapeutics Holdings Inc
806971,International Parkside Products Inc
416116,Portola Pharmaceuticals Inc
806973,Mountain China Resorts Holding Ltd
790854,Giga Metals Corp
806970,Kermode Resources Ltd
799200,Bandwidth Inc
799204,Inflarx NV
873737,General Finance Corp
532498,Crescent Point Energy Corp
873735,Grindrod Shipping Holdings Ltd
873736,Orion Energy Systems Inc
532496,CorEnergy Infrastructure Trust Inc
873733,Orgenesis Inc
806939,Imaging Dynamics Co Ltd
873734,Value Line Inc
806947,Midnight Sun Mining Corp
399180,Cell Impact B
416122,BRP Inc
873740,Otelco Inc
416121,Constellium SE
806946,Megastar Development Corp
873741,Orrstown Financial Services Inc
806949,HTC Purenergy Inc
416120,Manulife Floating Rate Senior Loan Fund
806948,Hit Technologies Inc
806943,Mount Dakota Energy Corp
806942,Good Natured Products Inc
806945,Magna Terra Minerals Inc
806944,Matachewan Consolidated Mines Ltd
806941,Redishred Capital Corp
806940,Ginger Beef Corp
416125,ChannelAdvisor Corp
160449,Eni SpA
696754,Communications Systems Inc
696755,Solnaberg Property
917013,Medexus Pharmaceuticals Inc
917014,Digital Realty Trust Inc
6331,NOTE
799214,Four Seasons Education (Cayman) Inc
696756,FRISQ Holding
261189,Marathon Gold Corp
917017,Footway Group B
806958,Greenbriar Capital Corp
416131,New Residential Investment Corp
806959,Intema Solutions Inc
598296,ScoZinc Mining Ltd
806954,Intercept Energy Services Inc
598297,Capacent Holding
806953,Goldbank Mining Corp
806956,Denali Therapeutics Inc
806950,International Millennium Mining Corp
806952,Liberty One Lithium Corp
806951,Interconnect Ventures Corp
799209,Apellis Pharmaceuticals Inc
104318,Magna Gold Corp
104319,Fjordland Exploration Inc
545827,Sonoro Metals Corp
545828,VolitionRX Ltd
817537,FTE Networks Inc
545825,Euro Tech Holdings Company Ltd
817536,Imperial Mining Group Ltd
817535,Menlo Therapeutics Inc
545826,Edap Tms SA
647735,Newtek Business Services Corp
447282,Fission 3.0 Corp
545822,Top Ships Inc
817534,Americold Realty Trust
545829,Brasilagro Companhia Brasileira de Propriedades Agricolas
831833,International Zeolite Corp
795774,Loma Negra Compania Industrial Argentina SA
521861,Braveheart Resources Inc
521862,Vericel Corp
532500,Trillium Therapeutics Inc
545831,Bonso Electronics International Inc
104248,Newmac Resources Inc
18928,Saxlund Group
545814,Prudential PLC
545815,China XD Plastics Company Ltd
545812,KBS Fashion Group Ltd
447277,American Airlines Group Inc
795794,BiBBInstruments
817540,NPinvestor.com
447278,IRIDEX Corp
795795,Ferronordic
447275,Kindred Biosciences Inc
795793,Self Storage Group
929014,Blueberries Medical Corp
905053,Weidai Ltd
447279,CatchMark Timber Trust Inc
545819,Asia Pacific Wire & Cable Corporation Ltd
703653,Sagax D
905054,Ideanomics Inc
435294,Allied Properties Real Estate Investment Trust
545820,Relx PLC
141208,5N Plus Inc
507540,Inwido
545805,CRH PLC
270948,Zecotek Photonics Inc
545806,Banco Bradesco S/A Ord ADR
545804,Smith & Nephew PLC
917047,Raytelligence
545802,Shinhan Financial Group Co Ltd
202816,Haemonetics Corp
1051548,Idogen BTA
545800,China Automotive Systems Inc
202815,Clarivate Analytics PLC
202812,Gulf Resources Inc
536097,Shake Shack Inc
245988,Getty Realty Corp
536099,Vuzix Corp
932683,LeadDesk Oyj
897677,STENOCARE
257962,Gunpoint Exploration Ltd
1040890,Privanet Group Oyj
369255,New Equity Venture International B
5044,Canadian Natural Resources Ltd
5045,Brookfield Asset Management Inc
5047,CNOOC Ltd
757499,Nexgen Energy Ltd
5048,Suncor Energy Inc
757498,Nighthawk Gold Corp
5049,America Movil SAB de CV Ser.  L
757497,Fireweed Zinc Ltd
757496,Freedom Energy Inc
183069,Genworth MI Canada Inc
756135,Bioservo Technologies
756133,Finjan Holdings Inc
201505,Cypress Semiconductor Corp
267348,New Destiny Mining Corp
279332,Iconic Minerals Ltd
202848,SouthGobi Resources Ltd
873667,Hooker Furniture Corp
873665,Helius Medical Technologies Inc
873666,Digital Turbine Inc
279330,Petrichor Energy Inc
462856,Equinix Inc
462857,Signet Jewelers Ltd
611718,Dometic Group
611717,Alzinova
1015894,NortonLifeLock Inc
704953,Innovative Industrial Properties Inc
573036,Pioneer Property Group
573035,Europris
1015899,Hafnia Limited
226830,Eldorado Gold Corp
533857,County Bancorp Inc
1015896,36kr Holdings Inc
1015895,Lodge Resources Inc
435283,Atrium Mortgage Investment Corp
1015898,Centogene NV
1015897,CNS Pharmaceuticals Inc
435281,Accord Financial Corp
435288,Andrew Peller Ltd
732153,Radient Technologies Inc
